Obs	Acanthocyclops	Alona	Anuraeopsis	Ascomorpha	Asplanchna	Auraeopsis	Bosmina	Bosminopsis	Brachionus	Camptocercus	Canthocamptus	Cephalodella	Ceriodaphnia	Chydorus	Colurella	Conochiloides	Conochilus	Cyclops	Daphnia	Diaphanosoma	Dicranophorus	Dipleuchlanis	Dissotrocha	Diurella	Euchlanis	Filinia	Heliodiaptomus	Hexarthra	Holopedium	Ilyocryptus	Kellicottia	Keratella	Lapadella	Latonopsis	Lecane	Lepadella	Macrochaetus	Macrocyclops	Macrothrix	Macrycyclops	Mesocyclops	Moina	Monommata	Monostyla	Mytilina	Notholca	Notommata	Philodina	Platyias	Ploesoma	Polyarthra	Pompholyx	Rhynchotalona	Rotaria	Scapholeberis	Scaridium	Schizocerca	Sida	Simocephalus	Squatinella	Synchaeta	Testudinella	Tetramastix	Thermocyclops	Trichocerca	Trichotria	Triochocerca
SC276	0	0	0	0	0	0	0	0	76	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
SC277	0	0	0	0	0	0	0	0	32	0	4	0	0	11	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
SC278	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0
SC279	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
SC280	0	0	0	0	0	0	0	0	31	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
SC281	0	0	0	0	0	0	0	0	991	0	0	0	0	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC282	0	0	0	0	0	0	0	0	39	0	0	3	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0
SC283	0	2	0	0	0	0	2	0	19	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
SC284	0	0	0	0	0	0	0	0	60	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	829	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0
SC285	0	0	0	0	0	0	0	0	612	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	20	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	94	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0
SC286	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC287	0	0	0	0	10	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	41	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0
SC288	0	0	0	0	3	0	0	0	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0
SC289	0	0	0	0	0	0	0	0	10	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0
SC290	0	0	0	0	0	0	30	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	36	33	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	73	0	0	0	10	0	0
SC291	0	0	4	0	57	0	39	0	2705	0	0	0	14	7	0	0	0	0	0	0	0	0	0	14	25	28	0	0	0	0	0	399	0	0	0	0	0	0	0	0	0	292	0	21	0	0	0	0	0	0	1105	0	0	0	0	0	0	0	0	0	111	0	0	0	21	14	0
SC292	0	0	0	0	18	0	10	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	28	0	0	0	0	0	196	0	0	0	0	0	0	0	0	3	20	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0
SC293	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	13	0	0	0	6	0	9	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0
SC294	0	0	23	0	0	0	0	0	655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	3	20	0	0	0	0	0	0	0	0	0	134	0	0	0	49	0	0
SC295	0	0	15	0	0	0	6	0	1175	0	0	0	0	0	0	0	0	0	0	6	0	0	0	6	6	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	3	0	33	0	0	0	0	0	0	0	0	0	1354	0	0	0	24	0	0
SC296	0	0	5	0	5	0	0	0	2774	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	3	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	73	0	0	0	22	0	0
SC297	0	0	0	0	219	0	7	0	976	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	3	0	3	0	0	0	14	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	48	0	0	0	10	0	0
SC298	0	0	0	0	9	0	0	0	28	0	0	3	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
SC299	0	0	0	0	17	0	4	0	3724	0	0	0	0	0	0	0	4	0	0	0	0	0	0	9	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	217	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0
SC300	0	3	0	0	65	0	0	0	2951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	6	0	14	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	67	0	0	0	0	0	0	0	0	0	53	0	0	0	11	0	0
SC301	0	0	0	0	0	0	0	3	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	15	3	0	18	0	0	9	0	0	0	0	0	0	18	3	0	0	3	0	0
SC302	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC303	0	0	0	0	16	0	0	0	1404	0	0	5	0	0	0	0	0	0	0	0	0	0	0	41	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	43	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
SC304	0	0	0	0	6	0	0	0	647	0	0	3	0	0	0	0	3	0	0	745	0	0	0	48	0	0	0	6	0	0	0	83	0	0	10	0	0	0	0	0	0	77	0	9	0	0	0	6	3	0	210	0	0	3	3	0	0	0	0	0	3	0	0	0	10	0	0
SC305	0	0	0	0	3	0	0	0	1509	0	0	3	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
SC306	0	0	0	0	0	0	0	0	6	0	0	0	0	0	3	12	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	9	0	0	6	0	0	0	0	0	0	0	0	15	0	0	0	6	3	0	18	0	0	0	0	0	0	0	0	0	3	3	0	0	6	0	0
SC307	0	0	0	0	25	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	34	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	9	0	6	0	0	0	3	9	0	22	0	0	3	0	0	0	0	0	0	6	0	0	0	0	0	0
SC308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC309	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
SC310	0	0	0	0	38	0	3	0	19	0	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	3	0	0	72	0	0	6	0	0	0	0	0	0	50	6	0	0	0	3	0
SC311	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0
SC312	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0
SC313	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	9	0	0	3	0	0	0	0	0	0	3	0	0	0	3	0	0
SC314	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0
SC315	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0
SC316	0	0	0	0	6	0	0	0	108	0	0	3	0	0	0	9	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	11	0	0	0	0	9	0	0	0	0	46	0	0	0	0	0	0
SC317	0	0	0	0	9	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	3	0	3	0	0	0	0	17	0	0	0	3	0	0
SC318	0	0	3	0	11	0	0	0	1101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	447	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	53	0	0	0	3	0	0
SC319	0	0	0	0	0	0	0	0	586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	228	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
SC320	0	0	0	0	0	0	0	0	688	0	0	6	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	3	0	34	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0
SC321	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC322	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	42	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
SC323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC324	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC325	0	0	11	0	0	0	0	0	11	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC326	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC327	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC328	0	0	0	0	11	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC329	0	0	0	0	11	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC330	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC331	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
SC332	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC333	0	11	0	0	11	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC334	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC335	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC336	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC337	0	0	0	0	11	0	0	0	481	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	86	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC338	0	0	0	0	10	0	0	0	1391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	217	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC339	0	0	0	0	11	0	0	0	161	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC340	0	0	0	0	11	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC341	0	0	0	0	96	0	21	0	266	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC342	0	0	11	0	11	0	22	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	11	0	0	0	0	0	669	0	0	0	11	0	0	0	0	0	11	0	0	0	0	65	0	0	0	108	0	0	0	43	0	0	0	0	0	54	0	0	0	11	0	0
SC343	0	0	21	0	63	0	209	0	3774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	10	0	636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	323	0	0	0	0	0	0	0	0	0	135	0	0	0	52	0	0
SC344	0	0	0	0	21	0	0	0	7472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	42	0	0	0	0	0	595	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	31	0	0	188	0	0	0	10	0	0	0	0	0	10	0	0	0	31	0	0
SC345	0	0	0	0	10	0	0	0	2496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
SC346	0	0	0	0	204	0	0	0	3156	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	10	0	0	29	0	0	0	10	0	0	0	0	0	0	0	0	0	136	0	0
SC347	0	22	0	0	0	0	0	0	26	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC348	0	10	0	0	0	0	0	0	96	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	10	0	0	0	0	0	0	0	10	0	0	10	105	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC349	0	0	0	0	10	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	10	0	0	0	0	0	0	0	0	10	0	0	0	57	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
SC350	0	0	0	0	10	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC351	0	0	0	10	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
SC352	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC353	0	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	19	0	0	0	0	0	0	0	20	0	0	0	10	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0
SC354	0	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC355	0	0	0	0	0	0	0	0	126	0	0	29	0	0	10	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	67	0	0	191	0	0	0	0	10	0	0	0	0	10	10	0	0	20	0	0
SC356	0	10	0	0	96	0	0	0	2709	0	0	29	0	0	0	0	0	0	0	0	0	0	0	10	48	211	0	0	0	0	0	29	0	0	29	0	0	0	0	0	0	0	0	105	0	0	0	12871	57	0	134	0	0	0	0	10	0	0	0	0	57	19	0	0	278	10	0
SC357	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	115	0	0	57	0	0	0	0	0	0	0	0	0	10	0	0	0	19	0	0
SC358	0	0	0	0	0	0	48	0	19	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	29	0	0	0	0	0	10	10	0	10	0	0	0	48	0	0	29	0	0	0	0	0	0	0	0	0	10	0	0	0	10	10	0
SC359	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	38	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
SC360	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	19	0	0	0	77	0	0	19	0	0	0	0	0	0	0	0	0	29	10	0	0	20	0	0
SC361	0	0	0	0	10	0	0	0	1532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	86	0	0	0	10	0	0
SC362	0	0	0	0	192	0	0	0	890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	29	0	0	182	0	0	0	0	0	0	0	0	0	29	0	0	0	10	0	0
SC363	0	0	0	0	0	0	0	0	986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	689	0	0	0	10	0	0	0	0	0	0	0	10	0	0	0	96	0	0	29	0	19	0	0	0	0	0	0	0	29	0	0	0	10	10	0
SC364	0	0	0	0	10	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	29	0	0	0	0	0	0	0	0	0	96	0	0	0	10	0	0
SC365	0	0	0	0	10	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	10	0	0	0	0	10	0	0	0	0	0	0
SC366	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	19	0	0	0	0	10	0	0	0	0	211	0	0	0	0	0	0
SC367	0	0	0	0	0	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	10	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0
SC368	0	0	0	0	0	0	0	0	87	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	488	0	0	0	0	0	0
SC369	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
SC370	0	0	0	0	0	0	0	0	508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	67	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0
SC371	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC372	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
