Obs	Acanthocyclops	Alona	Anuraeopsis	Ascomorpha	Asplanchna	Auraeopsis	Bosmina	Bosminopsis	Brachionus	Camptocercus	Canthocamptus	Cephalodella	Ceriodaphnia	Chydorus	Colurella	Conochiloides	Conochilus	Cyclops	Daphnia	Diaphanosoma	Dicranophorus	Dipleuchlanis	Dissotrocha	Diurella	Euchlanis	Filinia	Heliodiaptomus	Hexarthra	Holopedium	Ilyocryptus	Kellicottia	Keratella	Lapadella	Latonopsis	Lecane	Lepadella	Macrochaetus	Macrocyclops	Macrothrix	Macrycyclops	Mesocyclops	Moina	Monommata	Monostyla	Mytilina	Notholca	Notommata	Philodina	Platyias	Ploesoma	Polyarthra	Pompholyx	Rhynchotalona	Rotaria	Scapholeberis	Scaridium	Schizocerca	Sida	Simocephalus	Squatinella	Synchaeta	Testudinella	Tetramastix	Thermocyclops	Trichocerca	Trichotria	Triochocerca
SC470	0	21	0	0	47	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	0	0	0	454	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	3453	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC471	0	17	73	0	13	0	0	0	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC472	0	0	39	0	2	0	4	0	19	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	54	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JS24	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JS25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JS26	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
JS27	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JS28	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	13	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
JS29	0	0	0	0	0	0	0	0	25	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JS30	0	0	0	0	7	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JS31	0	0	0	0	0	0	3	0	572	0	0	0	0	3	0	0	13	0	0	0	0	0	0	0	6	19	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JS32	0	0	0	0	183	0	27	4	31	0	0	0	0	8	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	2386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JS33	0	0	4	0	36	0	16	0	16	0	0	0	0	24	0	4	4	20	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	395	0	0	0	0	0	0	0	0	0	12	0	0	0	8	0	0
JS34	0	0	0	0	0	0	41	0	4	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JS35	0	0	0	0	4	0	44	0	40	0	0	0	0	4	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	218	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JS36	0	0	0	0	49	0	115	3	307	0	0	0	0	0	0	0	0	10	0	7	0	0	0	0	0	91	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	63	0	3	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0
JS37	0	0	0	0	26	0	0	0	19	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	84	7	0	0	0	0	0	0	0	0	18	0	0	0	26	0	0
JS38	0	0	0	0	13	0	67	3	1235	0	0	0	0	3	0	0	0	63	0	10	0	0	0	0	0	1455	0	10	0	0	0	107	0	0	0	10	0	0	0	0	0	57	0	3	0	0	0	0	0	0	170	37	0	0	0	0	0	0	0	0	10	0	0	0	67	0	0
JS39	0	0	0	0	21	0	26	0	240	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	9	0	9	0	0	0	38	0	0	0	0	0	0	0	0	0	236	0	4	0	0	0	0	0	0	421	17	4	0	0	0	0	0	0	0	99	0	0	0	60	0	0
JS40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JS41	0	0	0	0	4	0	0	0	57	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
JS42	0	0	4	0	0	0	7	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0
JS43	0	0	4	0	0	0	82	85	8	0	0	0	0	4	0	0	0	11	0	0	0	0	0	0	4	0	0	0	0	0	0	486	0	0	0	0	0	0	0	0	0	26	0	4	4	0	0	0	0	26	438	15	0	0	0	0	7	0	0	0	7	0	0	0	30	0	0
JS44	0	0	0	0	48	0	0	0	103	0	0	0	0	0	0	4	0	7	0	0	0	0	0	0	0	0	0	0	0	0	11	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
JS45	0	0	0	0	2	0	2	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
JS46	0	0	0	0	12	0	0	0	160	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	54	0	0	0	3	0	0
JS47	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
JS48	0	0	0	0	0	0	0	0	22	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
JS49	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
JS50	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
JS51	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JS52	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	10	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	86	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
JS53	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
JS54	0	0	0	0	0	0	6	0	988	0	0	0	0	3	0	0	6	11	0	0	0	0	0	0	0	145	0	0	0	0	9	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	94	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0
JS55	0	0	0	0	26	0	3	0	3	0	0	0	0	0	0	0	3	9	0	0	0	0	0	0	0	6	0	0	0	0	0	15	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JS56	0	0	0	0	13	0	7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JS57	0	0	0	0	0	0	1324	0	6	0	0	0	0	3	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JS58	0	0	0	0	14	0	7	3	48	0	0	0	3	3	0	0	17	0	0	0	0	0	0	7	0	35	0	3	0	0	0	325	0	0	10	3	0	0	0	0	0	77	0	0	0	0	0	0	3	0	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JS59	0	0	11	0	77	0	69	109	192	0	0	0	0	0	0	0	6	3	0	0	0	0	0	11	0	3	0	3	0	0	0	989	0	0	0	0	0	0	0	0	0	490	0	6	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	60	0	0	0	43	6	0
JS60	0	3	3	0	3	0	0	0	0	0	0	10	0	0	10	0	0	0	0	0	0	0	0	0	7	0	0	0	0	3	0	7	0	0	14	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	20	0	0	0	3	0	0
JS61	0	0	4	0	0	0	12	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	16	0	0	0	16	0	0	0	28	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	436	0	0	0	0	0	0	0	0	0	27	12	0	0	24	0	0
JS62	0	0	7	0	0	0	7	10	26	0	0	0	0	0	0	3	0	3	0	0	0	0	0	33	0	3	0	7	0	0	0	26	0	0	43	0	0	0	0	0	0	29	0	10	0	0	0	0	0	0	16	23	0	0	0	0	0	0	0	0	3	0	0	0	46	3	0
JS63	0	0	12	0	0	0	0	4	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	4	0	0	4	4	0	35	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
JS64	0	7	0	0	37	0	52	82	18	0	0	0	0	0	0	0	4	0	0	11	0	0	0	45	0	0	0	4	0	0	0	234	0	0	0	0	0	0	0	0	0	137	0	8	0	0	0	0	4	0	957	0	0	0	0	0	0	0	0	0	0	4	0	0	130	0	0
JS65	0	0	4	0	4	0	45	53	23	0	0	0	0	0	0	8	0	0	0	15	0	0	0	8	0	38	0	11	0	0	0	27	0	0	0	0	0	0	0	0	0	34	0	8	0	0	0	0	0	0	203	0	0	0	0	0	4	0	0	0	19	0	0	0	30	0	0
JS66	0	0	2	0	5	0	2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	2	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	52	5	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
JS67	0	0	2	0	0	0	129	2	7	0	0	0	0	0	0	7	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	2	0	0	0	10	0	0
JS68	0	3	0	0	14	0	3	17	27	0	0	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JS69	0	0	5	0	68	0	5	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	1270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	909	5	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0
JS70	0	0	0	0	4	0	4	0	80	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0
JS71	0	0	0	0	5	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0
JS72	0	0	0	0	3	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	7	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0
JS73	0	0	0	0	4	0	0	0	251	0	0	0	0	4	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
JS74	0	0	0	0	0	0	0	0	57	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JS75	0	0	0	0	0	0	0	0	77	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	16	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
JS76	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JS77	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	23	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
JS78	0	0	0	0	10	0	0	0	17	0	0	0	0	0	0	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	10	3	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0
JS79	0	0	0	0	1633	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	688	4	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
JS80	0	0	0	0	12	0	0	25	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	739	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	156	4	0	0	0	0	0	0	0	0	8	0	0	0	4	0	0
JS81	0	0	0	0	0	0	53	0	70	0	0	0	0	4	0	0	0	0	4	2	0	0	0	0	0	9	0	0	0	0	0	319	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1804	40	0	0	0	0	0	0	0	0	4	0	0	0	40	0	0
JS82	0	0	0	0	5	0	99	3	13	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	3	0	3	0	0	3	48	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	155	5	0	0	0	0	0	0	0	0	3	0	0	0	8	0	0
JS83	0	0	0	0	6	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JS84	0	0	0	0	5	0	5255	0	66	0	0	0	0	0	0	0	0	42	0	19	0	0	0	0	0	5	0	0	0	0	9	37	0	5	0	0	0	0	0	0	0	316	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	5	0	28	0	0
JS85	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	21	0	0	0	0	0	0	0	0	0	7	0	0	0	4	0	0
JS86	0	5	139	0	110	0	0	0	1877	0	0	0	0	10	0	0	14	5	0	0	0	0	0	77	5	0	0	24	0	0	0	838	0	0	10	5	0	0	0	0	0	14	0	5	0	0	0	0	5	0	560	15	10	0	0	0	0	0	0	0	67	0	0	0	239	0	0
JS87	0	0	3	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	8	0	3	0	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
JS88	0	0	15	0	18	0	0	0	12	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	33	0	0	0	22	0	0
JS89	0	4	0	0	0	0	12	0	4	0	0	4	4	4	4	4	4	4	0	0	0	0	0	4	4	0	0	0	0	0	0	189	0	0	12	4	0	0	0	0	0	16	0	141	0	0	0	0	0	0	165	0	4	0	0	0	0	0	0	0	16	0	0	0	32	0	0
JS90	0	0	0	0	0	0	216	14	11	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	4	0	0	0	57	0	0	0	0	0	0	0	0	0	326	0	0	0	0	0	0	0	0	92	0	0	0	7	0	0	0	0	0	0	0	0	0	7	0	0
JS91	0	0	0	0	0	0	3629	0	49	0	0	0	0	3	0	0	7	13	0	3	0	0	0	0	3	0	0	0	0	0	10	269	0	0	0	0	0	0	0	0	0	52	0	3	0	0	0	0	0	0	498	0	0	0	0	0	3	0	0	0	102	0	0	0	23	0	0
JS92	0	0	0	0	80	0	7	2	2	0	0	0	0	7	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	85	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
JS93	0	0	0	0	14	0	0	0	264	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	35	0	7	0	0	0	0	0	0	0	107	0	0	0	0	3	0
JS94	0	0	0	0	0	0	0	0	111	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	34	0	0	0	4	4	0
JS95	0	0	0	0	0	0	0	0	11	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0
JS96	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0
JS97	0	0	0	0	0	0	0	0	27	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0
JS98	0	0	0	0	0	0	0	0	23	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	14	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0
JS99	0	0	0	0	0	0	0	0	71	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	4	49	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	87	0	0	0	0	0	0	0	0	0	487	0	0	0	0	0	0
JS100	0	0	0	0	0	0	0	0	1136	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	22	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	115	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0
JS101	0	0	0	0	0	0	0	0	2774	0	0	0	0	0	4	0	4	4	0	0	0	0	0	0	0	43	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	35	0	4	0	0	0	0	0	0	0	121	0	0	0	0	0	0
JS102	0	0	0	0	82	0	4	0	657	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	326	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	222	0	0	0	0	0	0	0	0	0	657	0	0	0	0	0	0
JS103	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	4	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0
JS104	0	0	0	0	576	0	21	8	24	0	0	0	0	0	0	0	121	13	13	0	0	0	0	0	0	0	0	0	0	0	0	563	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	1031	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0
JS105	0	0	0	0	867	0	119	4	58	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	4	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	312	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
JS106	0	0	3	0	3	0	7	0	79	0	0	0	0	3	0	0	0	10	3	3	0	0	0	0	0	43	0	30	0	0	0	265	0	0	3	0	0	0	0	0	0	52	0	3	0	0	0	0	0	0	2482	0	3	0	0	0	0	0	0	0	0	0	0	0	144	0	0
JS107	0	0	0	0	5	0	65	0	12	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	2	0	0	5	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	2	0	0	0	59	0	0
JS108	0	0	0	0	16	0	186	0	95	0	0	5	10	0	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	271	0	0	0	0	0	0	0	0	526	0	0	0	0	0	5	0	0	0	0	0	0	0	27	0	0
JS109	0	0	4	0	0	0	11	2	29	0	0	0	0	2	0	0	0	2	0	17	0	0	0	8	0	6	0	4	0	0	0	225	0	0	0	0	0	0	0	0	0	21	0	4	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	2	0	0	25	0	0
JS110	0	0	0	0	0	0	67	0	27	0	0	27	0	0	0	0	0	0	0	0	0	0	0	18	13	4	0	0	0	0	0	4	0	0	4	4	0	0	0	0	0	0	0	9	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	4	4	0	0	13	0	0
JS111	0	0	9	0	17	0	0	26	46	0	0	0	7	0	0	0	1	3	0	25	0	1	0	130	0	26	0	1	0	0	0	54	0	0	1	0	0	0	0	0	0	179	0	4	0	0	0	0	6	0	399	2	0	0	0	0	0	0	0	0	1	1	7	0	29	0	0
JS112	0	7	25	0	53	0	14	0	125	0	0	0	4	4	4	0	7	0	0	21	0	0	0	81	0	7	0	28	0	0	0	294	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	181	4	0	0	0	4	0	0	0	0	74	0	0	0	53	0	0
JS113	0	0	0	0	4	0	218	0	4	0	0	8	0	8	0	0	4	0	0	0	0	0	0	21	0	4	0	4	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	336	4	0	0	0	0	0	0	0	0	63	0	0	0	38	0	0
JS114	0	0	71	0	19	0	0	3	120	0	0	0	9	0	0	0	46	3	0	0	0	0	0	15	0	6	0	9	0	0	0	96	0	0	0	0	0	0	0	0	0	74	0	6	0	0	0	0	9	0	120	3	3	0	0	0	0	0	0	0	9	0	6	0	22	0	0
JS115	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	13	0	0	0	0	0	4	4	0	13	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	13	9	0	0	0	0	0	0	0	0	31	0	0	0	18	0	0
JS116	0	0	4	0	0	0	0	0	16	0	0	4	0	0	0	0	8	0	0	0	0	0	0	62	0	8	0	0	0	0	95	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	62	0	0	0	0	0	0	0	0	29	0	0	0	91	0	0
JS117	0	0	2	0	129	0	0	11	68	0	0	0	0	2	0	0	0	2	0	0	0	0	0	2	0	7	0	0	0	0	29	560	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	9	22	0	81	2	0	0	0	0	0	0	0	0	15	0	0	0	4	0	0
JS118	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	21	0	0	3	0	0	0	0	0	0	36	0	0	0	0	0	0
